Wohnkanton,Wohnkanton Kürzel,Wohngemeindenummer,Wohngemeinde,Arbeitskanton,Arbeitskanton Kürzel,Arbeitsgemeindenummer,Arbeitsgemeinde,Erwerbstätige
6,OW,1401,Alpnach,9,ZG,1708,Steinhausen,8
6,OW,1407,Sarnen,9,ZG,1708,Steinhausen,10
6,OW,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,13
7,NW,1505,Ennetbürgen,9,ZG,1708,Steinhausen,8
7,NW,1506,Ennetmoos,9,ZG,1708,Steinhausen,5
7,NW,1507,Hergiswil (NW),9,ZG,1708,Steinhausen,14
7,NW,1509,Stans,9,ZG,1708,Steinhausen,15
7,NW,1510,Stansstad,9,ZG,1708,Steinhausen,7
7,NW,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,17
8,GL,1630,Glarus Nord,9,ZG,1708,Steinhausen,16
9,ZG,1701,Baar,9,ZG,1708,Steinhausen,488
9,ZG,1702,Cham,9,ZG,1708,Steinhausen,414
9,ZG,1703,Hünenberg,9,ZG,1708,Steinhausen,185
9,ZG,1704,Menzingen,9,ZG,1708,Steinhausen,48
9,ZG,1705,Neuheim,9,ZG,1708,Steinhausen,36
9,ZG,1706,Oberägeri,9,ZG,1708,Steinhausen,82
9,ZG,1707,Risch,9,ZG,1708,Steinhausen,174
9,ZG,1708,Steinhausen,9,ZG,1708,Steinhausen,1307
9,ZG,1709,Unterägeri,9,ZG,1708,Steinhausen,110
9,ZG,1710,Walchwil,9,ZG,1708,Steinhausen,59
9,ZG,1711,Zug,9,ZG,1708,Steinhausen,480
10,FR,2196,Fribourg,9,ZG,1708,Steinhausen,5
10,FR,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,45
11,SO,2546,Grenchen,9,ZG,1708,Steinhausen,5
11,SO,2581,Olten,9,ZG,1708,Steinhausen,5
11,SO,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,41
12,BS,2701,Basel,9,ZG,1708,Steinhausen,32
13,BL,2762,Allschwil,9,ZG,1708,Steinhausen,9
13,BL,2765,Binningen,9,ZG,1708,Steinhausen,5
13,BL,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,39
14,SH,2939,Schaffhausen,9,ZG,1708,Steinhausen,8
15,AR,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,5
17,SG,3203,St. Gallen,9,ZG,1708,Steinhausen,5
17,SG,3215,Rorschach,9,ZG,1708,Steinhausen,6
17,SG,3315,Schänis,9,ZG,1708,Steinhausen,5
17,SG,3339,Uznach,9,ZG,1708,Steinhausen,5
17,SG,3340,Rapperswil-Jona,9,ZG,1708,Steinhausen,12
17,SG,3341,Gommiswald,9,ZG,1708,Steinhausen,5
17,SG,3342,Eschenbach (SG),9,ZG,1708,Steinhausen,6
17,SG,3427,Wil (SG),9,ZG,1708,Steinhausen,5
17,SG,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,58
18,GR,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,27
19,AG,4001,Aarau,9,ZG,1708,Steinhausen,5
19,AG,4021,Baden,9,ZG,1708,Steinhausen,13
19,AG,4023,Bergdietikon,9,ZG,1708,Steinhausen,5
19,AG,4033,Mellingen,9,ZG,1708,Steinhausen,5
19,AG,4040,Spreitenbach,9,ZG,1708,Steinhausen,6
19,AG,4045,Wettingen,9,ZG,1708,Steinhausen,9
19,AG,4048,Würenlos,9,ZG,1708,Steinhausen,9
19,AG,4061,Arni (AG),9,ZG,1708,Steinhausen,7
19,AG,4062,Berikon,9,ZG,1708,Steinhausen,8
19,AG,4063,Bremgarten (AG),9,ZG,1708,Steinhausen,15
19,AG,4071,Jonen,9,ZG,1708,Steinhausen,11
19,AG,4073,Oberlunkhofen,9,ZG,1708,Steinhausen,5
19,AG,4075,Rudolfstetten-Friedlisberg,9,ZG,1708,Steinhausen,6
19,AG,4079,Unterlunkhofen,9,ZG,1708,Steinhausen,7
19,AG,4080,Villmergen,9,ZG,1708,Steinhausen,6
19,AG,4081,Widen,9,ZG,1708,Steinhausen,5
19,AG,4082,Wohlen (AG),9,ZG,1708,Steinhausen,15
19,AG,4083,Zufikon,9,ZG,1708,Steinhausen,10
19,AG,4221,Abtwil,9,ZG,1708,Steinhausen,18
19,AG,4222,Aristau,9,ZG,1708,Steinhausen,10
19,AG,4223,Auw,9,ZG,1708,Steinhausen,22
19,AG,4224,Beinwil (Freiamt),9,ZG,1708,Steinhausen,11
19,AG,4228,Boswil,9,ZG,1708,Steinhausen,11
19,AG,4230,Buttwil,9,ZG,1708,Steinhausen,8
19,AG,4231,Dietwil,9,ZG,1708,Steinhausen,18
19,AG,4234,Merenschwand,9,ZG,1708,Steinhausen,47
19,AG,4235,Mühlau,9,ZG,1708,Steinhausen,25
19,AG,4236,Muri (AG),9,ZG,1708,Steinhausen,37
19,AG,4237,Oberrüti,9,ZG,1708,Steinhausen,14
19,AG,4239,Sins,9,ZG,1708,Steinhausen,50
19,AG,4240,Waltenschwil,9,ZG,1708,Steinhausen,10
19,AG,4282,Rothrist,9,ZG,1708,Steinhausen,5
19,AG,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,188
20,TG,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,47
21,TI,5398,Gambarogno,9,ZG,1708,Steinhausen,5
21,TI,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,41
22,VD,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,17
24,NE,6421,La Chaux-de-Fonds,9,ZG,1708,Steinhausen,5
24,NE,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,19
26,JU,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,14
77,ZZ,7777,Andere Gemeinden,9,ZG,1708,Steinhausen,13
1,ZH,4,Hausen am Albis,9,ZG,1709,Unterägeri,5
1,ZH,10,Obfelden,9,ZG,1709,Unterägeri,5
1,ZH,131,Adliswil,9,ZG,1709,Unterägeri,5
1,ZH,134,Hütten,9,ZG,1709,Unterägeri,5
1,ZH,138,Richterswil,9,ZG,1709,Unterägeri,9
1,ZH,142,Wädenswil,9,ZG,1709,Unterägeri,5
1,ZH,230,Winterthur,9,ZG,1709,Unterägeri,11
1,ZH,261,Zürich,9,ZG,1709,Unterägeri,19
1,ZH,7777,Andere Gemeinden,9,ZG,1709,Unterägeri,57
3,LU,1024,Emmen,9,ZG,1709,Unterägeri,9
3,LU,1031,Hochdorf,9,ZG,1709,Unterägeri,6
3,LU,1052,Buchrain,9,ZG,1709,Unterägeri,8
3,LU,1054,Ebikon,9,ZG,1709,Unterägeri,5
3,LU,1061,Luzern,9,ZG,1709,Unterägeri,36
3,LU,1069,Weggis,9,ZG,1709,Unterägeri,5
3,LU,7777,Andere Gemeinden,9,ZG,1709,Unterägeri,37
4,UR,7777,Andere Gemeinden,9,ZG,1709,Unterägeri,12
5,SZ,1301,Einsiedeln,9,ZG,1709,Unterägeri,23
5,SZ,1331,Küssnacht (SZ),9,ZG,1709,Unterägeri,11
5,SZ,1362,Arth,9,ZG,1709,Unterägeri,22
5,SZ,1364,Ingenbohl,9,ZG,1709,Unterägeri,22
5,SZ,1366,Morschach,9,ZG,1709,Unterägeri,5
5,SZ,1367,Muotathal,9,ZG,1709,Unterägeri,11
5,SZ,1370,Rothenthurm,9,ZG,1709,Unterägeri,23
5,SZ,1371,Sattel,9,ZG,1709,Unterägeri,46
5,SZ,1372,Schwyz,9,ZG,1709,Unterägeri,43
5,SZ,1373,Steinen,9,ZG,1709,Unterägeri,16
5,SZ,1374,Steinerberg,9,ZG,1709,Unterägeri,8
5,SZ,7777,Andere Gemeinden,9,ZG,1709,Unterägeri,30
6,OW,7777,Andere Gemeinden,9,ZG,1709,Unterägeri,8
8,GL,7777,Andere Gemeinden,9,ZG,1709,Unterägeri,8
9,ZG,1701,Baar,9,ZG,1709,Unterägeri,168
9,ZG,1702,Cham,9,ZG,1709,Unterägeri,38
9,ZG,1703,Hünenberg,9,ZG,1709,Unterägeri,18
9,ZG,1704,Menzingen,9,ZG,1709,Unterägeri,72
9,ZG,1705,Neuheim,9,ZG,1709,Unterägeri,27
9,ZG,1706,Oberägeri,9,ZG,1709,Unterägeri,279
9,ZG,1707,Risch,9,ZG,1709,Unterägeri,21
9,ZG,1708,Steinhausen,9,ZG,1709,Unterägeri,39
9,ZG,1709,Unterägeri,9,ZG,1709,Unterägeri,1397
9,ZG,1710,Walchwil,9,ZG,1709,Unterägeri,7
9,ZG,1711,Zug,9,ZG,1709,Unterägeri,112
13,BL,7777,Andere Gemeinden,9,ZG,1709,Unterägeri,5
17,SG,7777,Andere Gemeinden,9,ZG,1709,Unterägeri,11
19,AG,4236,Muri (AG),9,ZG,1709,Unterägeri,5
19,AG,4237,Oberrüti,9,ZG,1709,Unterägeri,5
19,AG,4239,Sins,9,ZG,1709,Unterägeri,6
19,AG,7777,Andere Gemeinden,9,ZG,1709,Unterägeri,33
20,TG,7777,Andere Gemeinden,9,ZG,1709,Unterägeri,5
77,ZZ,7777,Andere Gemeinden,9,ZG,1709,Unterägeri,18
1,ZH,261,Zürich,9,ZG,1710,Walchwil,17
1,ZH,7777,Andere Gemeinden,9,ZG,1710,Walchwil,24
3,LU,1024,Emmen,9,ZG,1710,Walchwil,5
3,LU,1059,Kriens,9,ZG,1710,Walchwil,5
3,LU,1061,Luzern,9,ZG,1710,Walchwil,12
3,LU,7777,Andere Gemeinden,9,ZG,1710,Walchwil,21
4,UR,7777,Andere Gemeinden,9,ZG,1710,Walchwil,5
5,SZ,1331,Küssnacht (SZ),9,ZG,1710,Walchwil,15
5,SZ,1362,Arth,9,ZG,1710,Walchwil,104
5,SZ,1364,Ingenbohl,9,ZG,1710,Walchwil,5
5,SZ,1371,Sattel,9,ZG,1710,Walchwil,8
5,SZ,1372,Schwyz,9,ZG,1710,Walchwil,13
5,SZ,1373,Steinen,9,ZG,1710,Walchwil,11
5,SZ,7777,Andere Gemeinden,9,ZG,1710,Walchwil,15
9,ZG,1701,Baar,9,ZG,1710,Walchwil,28
9,ZG,1702,Cham,9,ZG,1710,Walchwil,22
9,ZG,1703,Hünenberg,9,ZG,1710,Walchwil,9
9,ZG,1704,Menzingen,9,ZG,1710,Walchwil,11
9,ZG,1706,Oberägeri,9,ZG,1710,Walchwil,8
9,ZG,1707,Risch,9,ZG,1710,Walchwil,9
9,ZG,1708,Steinhausen,9,ZG,1710,Walchwil,15
9,ZG,1709,Unterägeri,9,ZG,1710,Walchwil,19
9,ZG,1710,Walchwil,9,ZG,1710,Walchwil,416
9,ZG,1711,Zug,9,ZG,1710,Walchwil,60
19,AG,7777,Andere Gemeinden,9,ZG,1710,Walchwil,20
20,TG,7777,Andere Gemeinden,9,ZG,1710,Walchwil,5
77,ZZ,7777,Andere Gemeinden,9,ZG,1710,Walchwil,13
1,ZH,1,Aeugst am Albis,9,ZG,1711,Zug,48
1,ZH,2,Affoltern am Albis,9,ZG,1711,Zug,267
1,ZH,3,Bonstetten,9,ZG,1711,Zug,51
1,ZH,4,Hausen am Albis,9,ZG,1711,Zug,110
1,ZH,5,Hedingen,9,ZG,1711,Zug,53
1,ZH,6,Kappel am Albis,9,ZG,1711,Zug,53
1,ZH,7,Knonau,9,ZG,1711,Zug,155
1,ZH,8,Maschwanden,9,ZG,1711,Zug,27
1,ZH,9,Mettmenstetten,9,ZG,1711,Zug,157
1,ZH,10,Obfelden,9,ZG,1711,Zug,135
1,ZH,11,Ottenbach,9,ZG,1711,Zug,42
1,ZH,12,Rifferswil,9,ZG,1711,Zug,28
1,ZH,13,Stallikon,9,ZG,1711,Zug,21
1,ZH,14,Wettswil am Albis,9,ZG,1711,Zug,36
1,ZH,51,Bachenbülach,9,ZG,1711,Zug,6
1,ZH,52,Bassersdorf,9,ZG,1711,Zug,11
1,ZH,53,Bülach,9,ZG,1711,Zug,19
1,ZH,54,Dietlikon,9,ZG,1711,Zug,12
1,ZH,55,Eglisau,9,ZG,1711,Zug,8
1,ZH,56,Embrach,9,ZG,1711,Zug,11
1,ZH,58,Glattfelden,9,ZG,1711,Zug,5
1,ZH,62,Kloten,9,ZG,1711,Zug,27
1,ZH,63,Lufingen,9,ZG,1711,Zug,7
1,ZH,64,Nürensdorf,9,ZG,1711,Zug,8
1,ZH,66,Opfikon,9,ZG,1711,Zug,27
1,ZH,69,Wallisellen,9,ZG,1711,Zug,35
1,ZH,72,Winkel,9,ZG,1711,Zug,5
1,ZH,83,Buchs (ZH),9,ZG,1711,Zug,16
1,ZH,84,Dällikon,9,ZG,1711,Zug,7
1,ZH,86,Dielsdorf,9,ZG,1711,Zug,5
1,ZH,88,Neerach,9,ZG,1711,Zug,6
1,ZH,90,Niederhasli,9,ZG,1711,Zug,15
1,ZH,92,Oberglatt,9,ZG,1711,Zug,9
1,ZH,96,Regensdorf,9,ZG,1711,Zug,25
1,ZH,97,Rümlang,9,ZG,1711,Zug,10
1,ZH,111,Bäretswil,9,ZG,1711,Zug,6
1,ZH,112,Bubikon,9,ZG,1711,Zug,10
1,ZH,113,Dürnten,9,ZG,1711,Zug,5
1,ZH,115,Gossau (ZH),9,ZG,1711,Zug,11
1,ZH,116,Grüningen,9,ZG,1711,Zug,6
1,ZH,117,Hinwil,9,ZG,1711,Zug,11
1,ZH,118,Rüti (ZH),9,ZG,1711,Zug,15
1,ZH,120,Wald (ZH),9,ZG,1711,Zug,8
1,ZH,121,Wetzikon (ZH),9,ZG,1711,Zug,36
1,ZH,131,Adliswil,9,ZG,1711,Zug,64
1,ZH,132,Hirzel,9,ZG,1711,Zug,25
1,ZH,133,Horgen,9,ZG,1711,Zug,312
1,ZH,134,Hütten,9,ZG,1711,Zug,13
1,ZH,135,Kilchberg (ZH),9,ZG,1711,Zug,72
1,ZH,136,Langnau am Albis,9,ZG,1711,Zug,62
1,ZH,137,Oberrieden,9,ZG,1711,Zug,57
1,ZH,138,Richterswil,9,ZG,1711,Zug,120
1,ZH,139,Rüschlikon,9,ZG,1711,Zug,55
1,ZH,140,Schönenberg (ZH),9,ZG,1711,Zug,18
1,ZH,141,Thalwil,9,ZG,1711,Zug,283
1,ZH,142,Wädenswil,9,ZG,1711,Zug,135
1,ZH,151,Erlenbach (ZH),9,ZG,1711,Zug,26
1,ZH,152,Herrliberg,9,ZG,1711,Zug,30
1,ZH,153,Hombrechtikon,9,ZG,1711,Zug,13
1,ZH,154,Küsnacht (ZH),9,ZG,1711,Zug,53
1,ZH,155,Männedorf,9,ZG,1711,Zug,28
1,ZH,156,Meilen,9,ZG,1711,Zug,42
1,ZH,157,Oetwil am See,9,ZG,1711,Zug,6
1,ZH,158,Stäfa,9,ZG,1711,Zug,27
1,ZH,159,Uetikon am See,9,ZG,1711,Zug,22
1,ZH,160,Zumikon,9,ZG,1711,Zug,19
1,ZH,161,Zollikon,9,ZG,1711,Zug,53
1,ZH,173,Hittnau,9,ZG,1711,Zug,14
1,ZH,174,Illnau-Effretikon,9,ZG,1711,Zug,13
1,ZH,176,Lindau,9,ZG,1711,Zug,6
1,ZH,177,Pfäffikon,9,ZG,1711,Zug,11
1,ZH,178,Russikon,9,ZG,1711,Zug,6
1,ZH,191,Dübendorf,9,ZG,1711,Zug,44
1,ZH,192,Egg,9,ZG,1711,Zug,15
1,ZH,193,Fällanden,9,ZG,1711,Zug,11
1,ZH,194,Greifensee,9,ZG,1711,Zug,5
1,ZH,195,Maur,9,ZG,1711,Zug,22
1,ZH,197,Schwerzenbach,9,ZG,1711,Zug,13
1,ZH,198,Uster,9,ZG,1711,Zug,45
1,ZH,199,Volketswil,9,ZG,1711,Zug,27
1,ZH,200,Wangen-Brüttisellen,9,ZG,1711,Zug,11
1,ZH,213,Brütten,9,ZG,1711,Zug,6
1,ZH,223,Neftenbach,9,ZG,1711,Zug,5
1,ZH,227,Seuzach,9,ZG,1711,Zug,6
1,ZH,230,Winterthur,9,ZG,1711,Zug,102
1,ZH,241,Aesch (ZH),9,ZG,1711,Zug,6
1,ZH,242,Birmensdorf (ZH),9,ZG,1711,Zug,34
1,ZH,243,Dietikon,9,ZG,1711,Zug,46
1,ZH,244,Geroldswil,9,ZG,1711,Zug,10
1,ZH,245,Oberengstringen,9,ZG,1711,Zug,16
1,ZH,246,Oetwil an der Limmat,9,ZG,1711,Zug,6
1,ZH,247,Schlieren,9,ZG,1711,Zug,35
1,ZH,248,Uitikon,9,ZG,1711,Zug,27
1,ZH,249,Unterengstringen,9,ZG,1711,Zug,7
1,ZH,250,Urdorf,9,ZG,1711,Zug,33
1,ZH,251,Weiningen (ZH),9,ZG,1711,Zug,7
1,ZH,261,Zürich,9,ZG,1711,Zug,1661
1,ZH,7777,Andere Gemeinden,9,ZG,1711,Zug,92
2,BE,301,Aarberg,9,ZG,1711,Zug,12
2,BE,329,Langenthal,9,ZG,1711,Zug,5
2,BE,351,Bern,9,ZG,1711,Zug,44
2,BE,352,Bolligen,9,ZG,1711,Zug,6
2,BE,355,Köniz,9,ZG,1711,Zug,16
2,BE,356,Muri bei Bern,9,ZG,1711,Zug,10
2,BE,360,Wohlen bei Bern,9,ZG,1711,Zug,5
2,BE,362,Ittigen,9,ZG,1711,Zug,11
2,BE,363,Ostermundigen,9,ZG,1711,Zug,6
2,BE,371,Biel/Bienne,9,ZG,1711,Zug,10
2,BE,540,Jegenstorf,9,ZG,1711,Zug,7
2,BE,627,Worb,9,ZG,1711,Zug,6
2,BE,928,Heimberg,9,ZG,1711,Zug,5
2,BE,934,Oberhofen am Thunersee,9,ZG,1711,Zug,5
2,BE,939,Steffisburg,9,ZG,1711,Zug,6
2,BE,942,Thun,9,ZG,1711,Zug,17
2,BE,944,Uetendorf,9,ZG,1711,Zug,5
2,BE,7777,Andere Gemeinden,9,ZG,1711,Zug,157
3,LU,1002,Entlebuch,9,ZG,1711,Zug,5
3,LU,1009,Werthenstein,9,ZG,1711,Zug,10
3,LU,1021,Aesch (LU),9,ZG,1711,Zug,8
3,LU,1023,Ballwil,9,ZG,1711,Zug,58
3,LU,1024,Emmen,9,ZG,1711,Zug,218
3,LU,1026,Eschenbach (LU),9,ZG,1711,Zug,62
3,LU,1030,Hitzkirch,9,ZG,1711,Zug,28
3,LU,1031,Hochdorf,9,ZG,1711,Zug,116
3,LU,1032,Hohenrain,9,ZG,1711,Zug,45
3,LU,1033,Inwil,9,ZG,1711,Zug,54
3,LU,1037,Rain,9,ZG,1711,Zug,30
3,LU,1039,Römerswil,9,ZG,1711,Zug,16
3,LU,1040,Rothenburg,9,ZG,1711,Zug,75
3,LU,1041,Schongau,9,ZG,1711,Zug,7
3,LU,1051,Adligenswil,9,ZG,1711,Zug,56
3,LU,1052,Buchrain,9,ZG,1711,Zug,107
3,LU,1053,Dierikon,9,ZG,1711,Zug,34
3,LU,1054,Ebikon,9,ZG,1711,Zug,181
3,LU,1055,Gisikon,9,ZG,1711,Zug,43
3,LU,1056,Greppen,9,ZG,1711,Zug,35
3,LU,1057,Honau,9,ZG,1711,Zug,16
3,LU,1058,Horw,9,ZG,1711,Zug,140
3,LU,1059,Kriens,9,ZG,1711,Zug,270
3,LU,1061,Luzern,9,ZG,1711,Zug,1117
3,LU,1062,Malters,9,ZG,1711,Zug,49
3,LU,1063,Meggen,9,ZG,1711,Zug,103
3,LU,1064,Meierskappel,9,ZG,1711,Zug,68
3,LU,1065,Root,9,ZG,1711,Zug,131
3,LU,1066,Schwarzenberg,9,ZG,1711,Zug,7
3,LU,1067,Udligenswil,9,ZG,1711,Zug,40
3,LU,1068,Vitznau,9,ZG,1711,Zug,20
3,LU,1069,Weggis,9,ZG,1711,Zug,87
3,LU,1081,Beromünster,9,ZG,1711,Zug,36
3,LU,1082,Büron,9,ZG,1711,Zug,9
3,LU,1083,Buttisholz,9,ZG,1711,Zug,9
3,LU,1084,Eich,9,ZG,1711,Zug,15
3,LU,1085,Geuensee,9,ZG,1711,Zug,12
3,LU,1086,Grosswangen,9,ZG,1711,Zug,5
3,LU,1088,Hildisrieden,9,ZG,1711,Zug,8
3,LU,1089,Knutwil,9,ZG,1711,Zug,8
3,LU,1091,Mauensee,9,ZG,1711,Zug,5
3,LU,1093,Neuenkirch,9,ZG,1711,Zug,49
3,LU,1094,Nottwil,9,ZG,1711,Zug,13
3,LU,1095,Oberkirch,9,ZG,1711,Zug,22
3,LU,1097,Rickenbach (LU),9,ZG,1711,Zug,8
3,LU,1098,Ruswil,9,ZG,1711,Zug,26
3,LU,1099,Schenkon,9,ZG,1711,Zug,15
3,LU,1102,Sempach,9,ZG,1711,Zug,44
3,LU,1103,Sursee,9,ZG,1711,Zug,50
3,LU,1104,Triengen,9,ZG,1711,Zug,8
3,LU,1107,Wolhusen,9,ZG,1711,Zug,9
3,LU,1125,Dagmersellen,9,ZG,1711,Zug,14
3,LU,1128,Ettiswil,9,ZG,1711,Zug,5
3,LU,1136,Menznau,9,ZG,1711,Zug,5
3,LU,1137,Nebikon,9,ZG,1711,Zug,7
3,LU,1139,Pfaffnau,9,ZG,1711,Zug,6
3,LU,1140,Reiden,9,ZG,1711,Zug,6
3,LU,1147,Wikon,9,ZG,1711,Zug,6
3,LU,1151,Willisau,9,ZG,1711,Zug,10
3,LU,7777,Andere Gemeinden,9,ZG,1711,Zug,34
4,UR,1201,Altdorf (UR),9,ZG,1711,Zug,61
4,UR,1205,Bürglen (UR),9,ZG,1711,Zug,29
4,UR,1206,Erstfeld,9,ZG,1711,Zug,12
4,UR,1207,Flüelen,9,ZG,1711,Zug,21
4,UR,1213,Schattdorf,9,ZG,1711,Zug,24
4,UR,1214,Seedorf (UR),9,ZG,1711,Zug,8
4,UR,1216,Silenen,9,ZG,1711,Zug,6
4,UR,1217,Sisikon,9,ZG,1711,Zug,9
4,UR,7777,Andere Gemeinden,9,ZG,1711,Zug,20
5,SZ,1301,Einsiedeln,9,ZG,1711,Zug,105
5,SZ,1311,Gersau,9,ZG,1711,Zug,51
5,SZ,1321,Feusisberg,9,ZG,1711,Zug,53
5,SZ,1322,Freienbach,9,ZG,1711,Zug,135
5,SZ,1323,Wollerau,9,ZG,1711,Zug,66
5,SZ,1331,Küssnacht (SZ),9,ZG,1711,Zug,349
5,SZ,1341,Altendorf,9,ZG,1711,Zug,39
5,SZ,1342,Galgenen,9,ZG,1711,Zug,25
5,SZ,1344,Lachen,9,ZG,1711,Zug,44
5,SZ,1345,Reichenburg,9,ZG,1711,Zug,12
5,SZ,1346,Schübelbach,9,ZG,1711,Zug,32
5,SZ,1347,Tuggen,9,ZG,1711,Zug,5
5,SZ,1349,Wangen (SZ),9,ZG,1711,Zug,20
5,SZ,1361,Alpthal,9,ZG,1711,Zug,6
5,SZ,1362,Arth,9,ZG,1711,Zug,664
5,SZ,1363,Illgau,9,ZG,1711,Zug,6
5,SZ,1364,Ingenbohl,9,ZG,1711,Zug,190
5,SZ,1365,Lauerz,9,ZG,1711,Zug,44
5,SZ,1366,Morschach,9,ZG,1711,Zug,24
5,SZ,1367,Muotathal,9,ZG,1711,Zug,23
5,SZ,1368,Oberiberg,9,ZG,1711,Zug,10
5,SZ,1370,Rothenthurm,9,ZG,1711,Zug,40
5,SZ,1371,Sattel,9,ZG,1711,Zug,77
5,SZ,1372,Schwyz,9,ZG,1711,Zug,241
5,SZ,1373,Steinen,9,ZG,1711,Zug,105
5,SZ,1374,Steinerberg,9,ZG,1711,Zug,36
5,SZ,1375,Unteriberg,9,ZG,1711,Zug,7
6,OW,1401,Alpnach,9,ZG,1711,Zug,23
6,OW,1402,Engelberg,9,ZG,1711,Zug,18
6,OW,1403,Giswil,9,ZG,1711,Zug,9
6,OW,1404,Kerns,9,ZG,1711,Zug,11
6,OW,1406,Sachseln,9,ZG,1711,Zug,15
6,OW,1407,Sarnen,9,ZG,1711,Zug,40
7,NW,1501,Beckenried,9,ZG,1711,Zug,19
7,NW,1502,Buochs,9,ZG,1711,Zug,26
7,NW,1503,Dallenwil,9,ZG,1711,Zug,5
7,NW,1504,Emmetten,9,ZG,1711,Zug,7
7,NW,1505,Ennetbürgen,9,ZG,1711,Zug,20
7,NW,1506,Ennetmoos,9,ZG,1711,Zug,6
7,NW,1507,Hergiswil (NW),9,ZG,1711,Zug,59
7,NW,1508,Oberdorf (NW),9,ZG,1711,Zug,11
7,NW,1509,Stans,9,ZG,1711,Zug,56
7,NW,1510,Stansstad,9,ZG,1711,Zug,29
7,NW,1511,Wolfenschiessen,9,ZG,1711,Zug,6
8,GL,1630,Glarus Nord,9,ZG,1711,Zug,29
8,GL,1631,Glarus Süd,9,ZG,1711,Zug,10
8,GL,1632,Glarus,9,ZG,1711,Zug,16
9,ZG,1701,Baar,9,ZG,1711,Zug,2927
9,ZG,1702,Cham,9,ZG,1711,Zug,1715
9,ZG,1703,Hünenberg,9,ZG,1711,Zug,880
9,ZG,1704,Menzingen,9,ZG,1711,Zug,425
9,ZG,1705,Neuheim,9,ZG,1711,Zug,202
9,ZG,1706,Oberägeri,9,ZG,1711,Zug,608
9,ZG,1707,Risch,9,ZG,1711,Zug,999
9,ZG,1708,Steinhausen,9,ZG,1711,Zug,1050
9,ZG,1709,Unterägeri,9,ZG,1711,Zug,995
9,ZG,1710,Walchwil,9,ZG,1711,Zug,463
9,ZG,1711,Zug,9,ZG,1711,Zug,7194
10,FR,2196,Fribourg,9,ZG,1711,Zug,11
10,FR,7777,Andere Gemeinden,9,ZG,1711,Zug,38
11,SO,2422,Balsthal,9,ZG,1711,Zug,5
11,SO,2476,Hofstetten-Flüh,9,ZG,1711,Zug,6
11,SO,2546,Grenchen,9,ZG,1711,Zug,9
11,SO,2581,Olten,9,ZG,1711,Zug,17
11,SO,2601,Solothurn,9,ZG,1711,Zug,10
11,SO,7777,Andere Gemeinden,9,ZG,1711,Zug,96
12,BS,2701,Basel,9,ZG,1711,Zug,95
12,BS,2703,Riehen,9,ZG,1711,Zug,14
13,BL,2762,Allschwil,9,ZG,1711,Zug,9
13,BL,2763,Arlesheim,9,ZG,1711,Zug,5
13,BL,2765,Binningen,9,ZG,1711,Zug,16
13,BL,2770,Muttenz,9,ZG,1711,Zug,5
13,BL,2771,Oberwil (BL),9,ZG,1711,Zug,9
13,BL,2773,Reinach (BL),9,ZG,1711,Zug,7
13,BL,2775,Therwil,9,ZG,1711,Zug,7
13,BL,2829,Liestal,9,ZG,1711,Zug,9
13,BL,7777,Andere Gemeinden,9,ZG,1711,Zug,49
14,SH,2937,Neuhausen am Rheinfall,9,ZG,1711,Zug,5
14,SH,2939,Schaffhausen,9,ZG,1711,Zug,15
14,SH,7777,Andere Gemeinden,9,ZG,1711,Zug,15
15,AR,7777,Andere Gemeinden,9,ZG,1711,Zug,24
16,AI,7777,Andere Gemeinden,9,ZG,1711,Zug,7
17,SG,3203,St. Gallen,9,ZG,1711,Zug,17
17,SG,3216,Rorschacherberg,9,ZG,1711,Zug,6
17,SG,3271,Buchs (SG),9,ZG,1711,Zug,7
17,SG,3293,Mels,9,ZG,1711,Zug,8
17,SG,3296,Sargans,9,ZG,1711,Zug,5
17,SG,3313,Kaltbrunn,9,ZG,1711,Zug,8
17,SG,3338,Schmerikon,9,ZG,1711,Zug,6
17,SG,3339,Uznach,9,ZG,1711,Zug,8
17,SG,3340,Rapperswil-Jona,9,ZG,1711,Zug,58
17,SG,3341,Gommiswald,9,ZG,1711,Zug,11
17,SG,3342,Eschenbach (SG),9,ZG,1711,Zug,11
17,SG,3379,Wattwil,9,ZG,1711,Zug,5
17,SG,3408,Uzwil,9,ZG,1711,Zug,6
17,SG,3427,Wil (SG),9,ZG,1711,Zug,20
17,SG,3443,Gossau (SG),9,ZG,1711,Zug,6
17,SG,7777,Andere Gemeinden,9,ZG,1711,Zug,87
18,GR,3506,Vaz/Obervaz,9,ZG,1711,Zug,6
18,GR,3722,Domat/Ems,9,ZG,1711,Zug,6
