"Typ","Datum","Anzahl","Meta","Type","Content"
"Quarantäne via SwissCovid App","22.10.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","23.10.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","24.10.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","25.10.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","26.10.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","27.10.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","28.10.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","29.10.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","30.10.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","31.10.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","01.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","02.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","03.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","04.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","05.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","06.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","07.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","08.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","09.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","10.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","11.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","12.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","13.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","14.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","15.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","16.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","17.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","18.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","19.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","20.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","21.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","22.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","23.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","24.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","25.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","26.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","27.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","28.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","29.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","30.11.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","01.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","02.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","03.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","04.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","05.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","06.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","07.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","08.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","09.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","10.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","11.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","12.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","13.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","14.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","15.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","16.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","17.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","18.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","19.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","20.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","21.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","22.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","23.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","24.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","25.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","26.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","27.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","28.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","29.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","30.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","31.12.2020","0",NA,NA,NA
"Quarantäne via SwissCovid App","01.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","02.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","03.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","04.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","05.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","06.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","07.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","08.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","09.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","10.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","11.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","12.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","13.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","14.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","15.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","16.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","17.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","18.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","19.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","20.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","21.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","22.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","23.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","24.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","25.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","26.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","27.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","28.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","29.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","30.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","31.01.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","01.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","02.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","03.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","04.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","05.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","06.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","07.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","08.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","09.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","10.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","11.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","12.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","13.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","14.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","15.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","16.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","17.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","18.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","19.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","20.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","21.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","22.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","23.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","24.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","25.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","26.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","27.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","28.02.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","01.03.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","02.03.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","03.03.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","04.03.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","05.03.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","06.03.2021","0",NA,NA,NA
"Quarantäne via SwissCovid App","07.03.2021","0",NA,NA,NA
"Quarantäne Total","01.03.2020","0",NA,NA,NA
"Quarantäne Total","02.03.2020","2",NA,NA,NA
"Quarantäne Total","03.03.2020","2",NA,NA,NA
"Quarantäne Total","04.03.2020","2",NA,NA,NA
"Quarantäne Total","05.03.2020","3",NA,NA,NA
"Quarantäne Total","06.03.2020","3",NA,NA,NA
"Quarantäne Total","07.03.2020","8",NA,NA,NA
"Quarantäne Total","08.03.2020","12",NA,NA,NA
"Quarantäne Total","09.03.2020","12",NA,NA,NA
"Quarantäne Total","10.03.2020","13",NA,NA,NA
"Quarantäne Total","11.03.2020","12",NA,NA,NA
"Quarantäne Total","12.03.2020","12",NA,NA,NA
"Quarantäne Total","13.03.2020","13",NA,NA,NA
"Quarantäne Total","14.03.2020","12",NA,NA,NA
"Quarantäne Total","15.03.2020","14",NA,NA,NA
"Quarantäne Total","16.03.2020","19",NA,NA,NA
"Quarantäne Total","17.03.2020","23",NA,NA,NA
"Quarantäne Total","18.03.2020","27",NA,NA,NA
"Quarantäne Total","19.03.2020","40",NA,NA,NA
"Quarantäne Total","20.03.2020","50",NA,NA,NA
"Quarantäne Total","21.03.2020","64",NA,NA,NA
"Quarantäne Total","22.03.2020","65",NA,NA,NA
"Quarantäne Total","23.03.2020","79",NA,NA,NA
"Quarantäne Total","24.03.2020","82",NA,NA,NA
"Quarantäne Total","25.03.2020","82",NA,NA,NA
"Quarantäne Total","26.03.2020","91",NA,NA,NA
"Quarantäne Total","27.03.2020","102",NA,NA,NA
"Quarantäne Total","28.03.2020","103",NA,NA,NA
"Quarantäne Total","29.03.2020","114",NA,NA,NA
"Quarantäne Total","30.03.2020","100",NA,NA,NA
"Quarantäne Total","31.03.2020","102",NA,NA,NA
"Quarantäne Total","01.04.2020","105",NA,NA,NA
"Quarantäne Total","02.04.2020","99",NA,NA,NA
"Quarantäne Total","03.04.2020","104",NA,NA,NA
"Quarantäne Total","04.04.2020","102",NA,NA,NA
"Quarantäne Total","05.04.2020","100",NA,NA,NA
"Quarantäne Total","06.04.2020","103",NA,NA,NA
"Quarantäne Total","07.04.2020","100",NA,NA,NA
"Quarantäne Total","08.04.2020","98",NA,NA,NA
"Quarantäne Total","09.04.2020","81",NA,NA,NA
"Quarantäne Total","10.04.2020","65",NA,NA,NA
"Quarantäne Total","11.04.2020","59",NA,NA,NA
"Quarantäne Total","12.04.2020","59",NA,NA,NA
"Quarantäne Total","13.04.2020","54",NA,NA,NA
"Quarantäne Total","14.04.2020","44",NA,NA,NA
"Quarantäne Total","15.04.2020","31",NA,NA,NA
"Quarantäne Total","16.04.2020","28",NA,NA,NA
"Quarantäne Total","17.04.2020","23",NA,NA,NA
"Quarantäne Total","18.04.2020","25",NA,NA,NA
"Quarantäne Total","19.04.2020","24",NA,NA,NA
"Quarantäne Total","20.04.2020","25",NA,NA,NA
"Quarantäne Total","21.04.2020","22",NA,NA,NA
"Quarantäne Total","22.04.2020","19",NA,NA,NA
"Quarantäne Total","23.04.2020","22",NA,NA,NA
"Quarantäne Total","24.04.2020","20",NA,NA,NA
"Quarantäne Total","25.04.2020","29",NA,NA,NA
"Quarantäne Total","26.04.2020","32",NA,NA,NA
"Quarantäne Total","27.04.2020","31",NA,NA,NA
"Quarantäne Total","28.04.2020","23",NA,NA,NA
"Quarantäne Total","29.04.2020","29",NA,NA,NA
"Quarantäne Total","30.04.2020","32",NA,NA,NA
"Quarantäne Total","01.05.2020","28",NA,NA,NA
"Quarantäne Total","02.05.2020","28",NA,NA,NA
"Quarantäne Total","03.05.2020","15",NA,NA,NA
"Quarantäne Total","04.05.2020","23",NA,NA,NA
"Quarantäne Total","05.05.2020","20",NA,NA,NA
"Quarantäne Total","06.05.2020","20",NA,NA,NA
"Quarantäne Total","07.05.2020","21",NA,NA,NA
"Quarantäne Total","08.05.2020","20",NA,NA,NA
"Quarantäne Total","09.05.2020","17",NA,NA,NA
"Quarantäne Total","10.05.2020","17",NA,NA,NA
"Quarantäne Total","11.05.2020","17",NA,NA,NA
"Quarantäne Total","12.05.2020","18",NA,NA,NA
"Quarantäne Total","13.05.2020","20",NA,NA,NA
"Quarantäne Total","14.05.2020","21",NA,NA,NA
"Quarantäne Total","15.05.2020","14",NA,NA,NA
"Quarantäne Total","16.05.2020","14",NA,NA,NA
"Quarantäne Total","17.05.2020","12",NA,NA,NA
"Quarantäne Total","18.05.2020","14",NA,NA,NA
"Quarantäne Total","19.05.2020","13",NA,NA,NA
"Quarantäne Total","20.05.2020","13",NA,NA,NA
"Quarantäne Total","21.05.2020","7",NA,NA,NA
"Quarantäne Total","22.05.2020","7",NA,NA,NA
"Quarantäne Total","23.05.2020","3",NA,NA,NA
"Quarantäne Total","24.05.2020","1",NA,NA,NA
"Quarantäne Total","25.05.2020","2",NA,NA,NA
"Quarantäne Total","26.05.2020","2",NA,NA,NA
"Quarantäne Total","27.05.2020","2",NA,NA,NA
"Quarantäne Total","28.05.2020","1",NA,NA,NA
"Quarantäne Total","29.05.2020","1",NA,NA,NA
"Quarantäne Total","30.05.2020","1",NA,NA,NA
"Quarantäne Total","31.05.2020","1",NA,NA,NA
"Quarantäne Total","01.06.2020","1",NA,NA,NA
"Quarantäne Total","02.06.2020","0",NA,NA,NA
"Quarantäne Total","03.06.2020","0",NA,NA,NA
"Quarantäne Total","04.06.2020","2",NA,NA,NA
"Quarantäne Total","05.06.2020","2",NA,NA,NA
"Quarantäne Total","06.06.2020","2",NA,NA,NA
"Quarantäne Total","07.06.2020","2",NA,NA,NA
"Quarantäne Total","08.06.2020","28",NA,NA,NA
"Quarantäne Total","09.06.2020","36",NA,NA,NA
"Quarantäne Total","10.06.2020","62",NA,NA,NA
"Quarantäne Total","11.06.2020","60",NA,NA,NA
"Quarantäne Total","12.06.2020","57",NA,NA,NA
"Quarantäne Total","13.06.2020","34",NA,NA,NA
"Quarantäne Total","14.06.2020","26",NA,NA,NA
"Quarantäne Total","15.06.2020","26",NA,NA,NA
"Quarantäne Total","16.06.2020","41",NA,NA,NA
"Quarantäne Total","17.06.2020","26",NA,NA,NA
"Quarantäne Total","18.06.2020","26",NA,NA,NA
"Quarantäne Total","19.06.2020","24",NA,NA,NA
"Quarantäne Total","20.06.2020","24",NA,NA,NA
"Quarantäne Total","21.06.2020","24",NA,NA,NA
"Quarantäne Total","22.06.2020","27",NA,NA,NA
"Quarantäne Total","23.06.2020","27",NA,NA,NA
"Quarantäne Total","24.06.2020","26",NA,NA,NA
"Quarantäne Total","25.06.2020","34",NA,NA,NA
"Quarantäne Total","26.06.2020","19",NA,NA,NA
"Quarantäne Total","27.06.2020","19",NA,NA,NA
"Quarantäne Total","28.06.2020","19",NA,NA,NA
"Quarantäne Total","29.06.2020","20",NA,NA,NA
"Quarantäne Total","30.06.2020","19",NA,NA,NA
"Quarantäne Total","01.07.2020","38",NA,NA,NA
"Quarantäne Total","02.07.2020","52",NA,NA,NA
"Quarantäne Total","03.07.2020","55",NA,NA,NA
"Quarantäne Total","04.07.2020","56",NA,NA,NA
"Quarantäne Total","05.07.2020","56",NA,NA,NA
"Quarantäne Total","06.07.2020","67",NA,NA,NA
"Quarantäne Total","07.07.2020","60",NA,NA,NA
"Quarantäne Total","08.07.2020","43",NA,NA,NA
"Quarantäne Total","09.07.2020","41",NA,NA,NA
"Quarantäne Total","10.07.2020","50",NA,NA,NA
"Quarantäne Total","11.07.2020","58",NA,NA,NA
"Quarantäne Total","12.07.2020","62",NA,NA,NA
"Quarantäne Total","13.07.2020","84",NA,NA,NA
"Quarantäne Total","14.07.2020","101",NA,NA,NA
"Quarantäne Total","15.07.2020","100",NA,NA,NA
"Quarantäne Total","16.07.2020","117",NA,NA,NA
"Quarantäne Total","17.07.2020","137",NA,NA,NA
"Quarantäne Total","18.07.2020","129",NA,NA,NA
"Quarantäne Total","19.07.2020","122",NA,NA,NA
"Quarantäne Total","20.07.2020","171",NA,NA,NA
"Quarantäne Total","21.07.2020","180",NA,NA,NA
"Quarantäne Total","22.07.2020","163",NA,NA,NA
"Quarantäne Total","23.07.2020","192",NA,NA,NA
"Quarantäne Total","24.07.2020","230",NA,NA,NA
"Quarantäne Total","25.07.2020","228",NA,NA,NA
"Quarantäne Total","26.07.2020","215",NA,NA,NA
"Quarantäne Total","27.07.2020","251",NA,NA,NA
"Quarantäne Total","28.07.2020","284",NA,NA,NA
"Quarantäne Total","29.07.2020","275",NA,NA,NA
"Quarantäne Total","30.07.2020","300",NA,NA,NA
"Quarantäne Total","31.07.2020","315",NA,NA,NA
"Quarantäne Total","01.08.2020","293",NA,NA,NA
"Quarantäne Total","02.08.2020","265",NA,NA,NA
"Quarantäne Total","03.08.2020","301",NA,NA,NA
"Quarantäne Total","04.08.2020","314",NA,NA,NA
"Quarantäne Total","05.08.2020","310",NA,NA,NA
"Quarantäne Total","06.08.2020","375",NA,NA,NA
"Quarantäne Total","07.08.2020","409",NA,NA,NA
"Quarantäne Total","08.08.2020","409",NA,NA,NA
"Quarantäne Total","09.08.2020","393",NA,NA,NA
"Quarantäne Total","10.08.2020","457",NA,NA,NA
"Quarantäne Total","11.08.2020","451",NA,NA,NA
"Quarantäne Total","12.08.2020","468",NA,NA,NA
"Quarantäne Total","13.08.2020","447",NA,NA,NA
"Quarantäne Total","14.08.2020","424",NA,NA,NA
"Quarantäne Total","15.08.2020","395",NA,NA,NA
"Quarantäne Total","16.08.2020","344",NA,NA,NA
"Quarantäne Total","17.08.2020","384",NA,NA,NA
"Quarantäne Total","18.08.2020","383",NA,NA,NA
"Quarantäne Total","19.08.2020","355",NA,NA,NA
"Quarantäne Total","20.08.2020","342",NA,NA,NA
"Quarantäne Total","21.08.2020","370",NA,NA,NA
"Quarantäne Total","22.08.2020","313",NA,NA,NA
"Quarantäne Total","23.08.2020","301",NA,NA,NA
"Quarantäne Total","24.08.2020","389",NA,NA,NA
"Quarantäne Total","25.08.2020","393",NA,NA,NA
"Quarantäne Total","26.08.2020","366",NA,NA,NA
"Quarantäne Total","27.08.2020","311",NA,NA,NA
"Quarantäne Total","28.08.2020","286",NA,NA,NA
"Quarantäne Total","29.08.2020","277",NA,NA,NA
"Quarantäne Total","30.08.2020","256",NA,NA,NA
"Quarantäne Total","31.08.2020","287",NA,NA,NA
"Quarantäne Total","01.09.2020","281",NA,NA,NA
"Quarantäne Total","02.09.2020","247",NA,NA,NA
"Quarantäne Total","03.09.2020","210",NA,NA,NA
"Quarantäne Total","04.09.2020","183",NA,NA,NA
"Quarantäne Total","05.09.2020","179",NA,NA,NA
"Quarantäne Total","06.09.2020","183",NA,NA,NA
"Quarantäne Total","07.09.2020","207",NA,NA,NA
"Quarantäne Total","08.09.2020","226",NA,NA,NA
"Quarantäne Total","09.09.2020","192",NA,NA,NA
"Quarantäne Total","10.09.2020","194",NA,NA,NA
"Quarantäne Total","11.09.2020","177",NA,NA,NA
"Quarantäne Total","12.09.2020","163",NA,NA,NA
"Quarantäne Total","13.09.2020","160",NA,NA,NA
"Quarantäne Total","14.09.2020","223",NA,NA,NA
"Quarantäne Total","15.09.2020","202",NA,NA,NA
"Quarantäne Total","16.09.2020","208",NA,NA,NA
"Quarantäne Total","17.09.2020","188",NA,NA,NA
"Quarantäne Total","18.09.2020","177",NA,NA,NA
"Quarantäne Total","19.09.2020","174",NA,NA,NA
"Quarantäne Total","20.09.2020","165",NA,NA,NA
"Quarantäne Total","21.09.2020","224",NA,NA,NA
"Quarantäne Total","22.09.2020","234",NA,NA,NA
"Quarantäne Total","23.09.2020","220",NA,NA,NA
"Quarantäne Total","24.09.2020","210",NA,NA,NA
"Quarantäne Total","25.09.2020","213",NA,NA,NA
"Quarantäne Total","26.09.2020","206",NA,NA,NA
"Quarantäne Total","27.09.2020","201",NA,NA,NA
"Quarantäne Total","28.09.2020","264",NA,NA,NA
"Quarantäne Total","29.09.2020","306",NA,NA,NA
"Quarantäne Total","30.09.2020","288",NA,NA,NA
"Quarantäne Total","01.10.2020","302",NA,NA,NA
"Quarantäne Total","02.10.2020","302",NA,NA,NA
"Quarantäne Total","03.10.2020","302",NA,NA,NA
"Quarantäne Total","04.10.2020","343",NA,NA,NA
"Quarantäne Total","05.10.2020","462",NA,NA,NA
"Quarantäne Total","06.10.2020","488",NA,NA,NA
"Quarantäne Total","07.10.2020","477",NA,NA,NA
"Quarantäne Total","08.10.2020","495",NA,NA,NA
"Quarantäne Total","09.10.2020","495",NA,NA,NA
"Quarantäne Total","10.10.2020","495",NA,NA,NA
"Quarantäne Total","11.10.2020","497",NA,NA,NA
"Quarantäne Total","12.10.2020","579",NA,NA,NA
"Quarantäne Total","13.10.2020","583",NA,NA,NA
"Quarantäne Total","14.10.2020","559",NA,NA,NA
"Quarantäne Total","15.10.2020","510",NA,NA,NA
"Quarantäne Total","16.10.2020","510",NA,NA,NA
"Quarantäne Total","17.10.2020","510",NA,NA,NA
"Quarantäne Total","18.10.2020","516",NA,NA,NA
"Quarantäne Total","19.10.2020","746",NA,NA,NA
"Quarantäne Total","20.10.2020","734",NA,NA,NA
"Quarantäne Total","21.10.2020","635",NA,NA,NA
"Quarantäne Total","22.10.2020","625",NA,NA,NA
"Quarantäne Total","23.10.2020","625",NA,NA,NA
"Quarantäne Total","24.10.2020","582",NA,NA,NA
"Quarantäne Total","25.10.2020","645",NA,NA,NA
"Quarantäne Total","26.10.2020","752",NA,NA,NA
"Quarantäne Total","27.10.2020","756",NA,NA,NA
"Quarantäne Total","28.10.2020","656",NA,NA,NA
"Quarantäne Total","29.10.2020","638",NA,NA,NA
"Quarantäne Total","30.10.2020","567",NA,NA,NA
"Quarantäne Total","31.10.2020","587",NA,NA,NA
"Quarantäne Total","01.11.2020","530",NA,NA,NA
"Quarantäne Total","02.11.2020","524",NA,NA,NA
"Quarantäne Total","03.11.2020","462",NA,NA,NA
"Quarantäne Total","04.11.2020","419",NA,NA,NA
"Quarantäne Total","05.11.2020","446",NA,NA,NA
"Quarantäne Total","06.11.2020","424",NA,NA,NA
"Quarantäne Total","07.11.2020","425",NA,NA,NA
"Quarantäne Total","08.11.2020","400",NA,NA,NA
"Quarantäne Total","09.11.2020","496",NA,NA,NA
"Quarantäne Total","10.11.2020","516",NA,NA,NA
"Quarantäne Total","11.11.2020","501",NA,NA,NA
"Quarantäne Total","12.11.2020","557",NA,NA,NA
"Quarantäne Total","13.11.2020","557",NA,NA,NA
"Quarantäne Total","14.11.2020","557",NA,NA,NA
"Quarantäne Total","15.11.2020","556",NA,NA,NA
"Quarantäne Total","16.11.2020","563",NA,NA,NA
"Quarantäne Total","17.11.2020","608",NA,NA,NA
"Quarantäne Total","18.11.2020","625",NA,NA,NA
"Quarantäne Total","19.11.2020","591",NA,NA,NA
"Quarantäne Total","20.11.2020","561",NA,NA,NA
"Quarantäne Total","21.11.2020","567",NA,NA,NA
"Quarantäne Total","22.11.2020","576",NA,NA,NA
"Quarantäne Total","23.11.2020","577",NA,NA,NA
"Quarantäne Total","24.11.2020","585",NA,NA,NA
"Quarantäne Total","25.11.2020","542",NA,NA,NA
"Quarantäne Total","26.11.2020","508",NA,NA,NA
"Quarantäne Total","27.11.2020","467",NA,NA,NA
"Quarantäne Total","28.11.2020","460",NA,NA,NA
"Quarantäne Total","29.11.2020","485",NA,NA,NA
"Quarantäne Total","30.11.2020","485",NA,NA,NA
"Quarantäne Total","01.12.2020","507",NA,NA,NA
"Quarantäne Total","02.12.2020","491",NA,NA,NA
"Quarantäne Total","03.12.2020","494",NA,NA,NA
"Quarantäne Total","04.12.2020","512",NA,NA,NA
"Quarantäne Total","05.12.2020","527",NA,NA,NA
"Quarantäne Total","06.12.2020","530",NA,NA,NA
"Quarantäne Total","07.12.2020","546",NA,NA,NA
"Quarantäne Total","08.12.2020","517",NA,NA,NA
"Quarantäne Total","09.12.2020","518",NA,NA,NA
"Quarantäne Total","10.12.2020","543",NA,NA,NA
"Quarantäne Total","11.12.2020","519",NA,NA,NA
"Quarantäne Total","12.12.2020","544",NA,NA,NA
"Quarantäne Total","13.12.2020","596",NA,NA,NA
"Quarantäne Total","14.12.2020","606",NA,NA,NA
"Quarantäne Total","15.12.2020","609",NA,NA,NA
"Quarantäne Total","16.12.2020","601",NA,NA,NA
"Quarantäne Total","17.12.2020","606",NA,NA,NA
"Quarantäne Total","18.12.2020","634",NA,NA,NA
"Quarantäne Total","19.12.2020","614",NA,NA,NA
"Quarantäne Total","20.12.2020","604",NA,NA,NA
"Quarantäne Total","21.12.2020","630",NA,NA,NA
"Quarantäne Total","22.12.2020","610",NA,NA,NA
"Quarantäne Total","23.12.2020","584",NA,NA,NA
"Quarantäne Total","24.12.2020","567",NA,NA,NA
"Quarantäne Total","25.12.2020","575",NA,NA,NA
"Quarantäne Total","26.12.2020","555",NA,NA,NA
"Quarantäne Total","27.12.2020","550",NA,NA,NA
"Quarantäne Total","28.12.2020","538",NA,NA,NA
"Quarantäne Total","29.12.2020","559",NA,NA,NA
"Quarantäne Total","30.12.2020","562",NA,NA,NA
"Quarantäne Total","31.12.2020","548",NA,NA,NA
"Quarantäne Total","01.01.2021","634",NA,NA,NA
"Quarantäne Total","02.01.2021","681",NA,NA,NA
"Quarantäne Total","03.01.2021","711",NA,NA,NA
"Quarantäne Total","04.01.2021","783",NA,NA,NA
"Quarantäne Total","05.01.2021","767",NA,NA,NA
"Quarantäne Total","06.01.2021","856",NA,NA,NA
"Quarantäne Total","07.01.2021","817",NA,NA,NA
"Quarantäne Total","08.01.2021","793",NA,NA,NA
"Quarantäne Total","09.01.2021","776",NA,NA,NA
"Quarantäne Total","10.01.2021","786",NA,NA,NA
"Quarantäne Total","11.01.2021","763",NA,NA,NA
"Quarantäne Total","12.01.2021","737",NA,NA,NA
"Quarantäne Total","13.01.2021","650",NA,NA,NA
"Quarantäne Total","14.01.2021","635",NA,NA,NA
"Quarantäne Total","15.01.2021","589",NA,NA,NA
"Quarantäne Total","16.01.2021","540",NA,NA,NA
"Quarantäne Total","17.01.2021","532",NA,NA,NA
"Quarantäne Total","18.01.2021","522",NA,NA,NA
"Quarantäne Total","19.01.2021","493",NA,NA,NA
"Quarantäne Total","20.01.2021","489",NA,NA,NA
"Quarantäne Total","21.01.2021","460",NA,NA,NA
"Quarantäne Total","22.01.2021","525",NA,NA,NA
"Quarantäne Total","23.01.2021","539",NA,NA,NA
"Quarantäne Total","24.01.2021","537",NA,NA,NA
"Quarantäne Total","25.01.2021","549",NA,NA,NA
"Quarantäne Total","26.01.2021","545",NA,NA,NA
