"Typ","Datum","Anzahl","Meta","Type","Content"
"Aktive Fälle","01.03.2020","0",NA,NA,NA
"Aktive Fälle","02.03.2020","0.783625364385794",NA,NA,NA
"Aktive Fälle","03.03.2020","0.783625364385794",NA,NA,NA
"Aktive Fälle","04.03.2020","1.56725072877159",NA,NA,NA
"Aktive Fälle","05.03.2020","2.35087609315738",NA,NA,NA
"Aktive Fälle","06.03.2020","2.35087609315738",NA,NA,NA
"Aktive Fälle","07.03.2020","2.35087609315738",NA,NA,NA
"Aktive Fälle","08.03.2020","7.83625364385794",NA,NA,NA
"Aktive Fälle","09.03.2020","7.83625364385794",NA,NA,NA
"Aktive Fälle","10.03.2020","8.61987900824374",NA,NA,NA
"Aktive Fälle","11.03.2020","8.61987900824374",NA,NA,NA
"Aktive Fälle","12.03.2020","8.61987900824374",NA,NA,NA
"Aktive Fälle","13.03.2020","10.1871297370153",NA,NA,NA
"Aktive Fälle","14.03.2020","10.1871297370153",NA,NA,NA
"Aktive Fälle","15.03.2020","15.6725072877159",NA,NA,NA
"Aktive Fälle","16.03.2020","21.9415102028022",NA,NA,NA
"Aktive Fälle","17.03.2020","21.9415102028022",NA,NA,NA
"Aktive Fälle","18.03.2020","25.0760116603454",NA,NA,NA
"Aktive Fälle","19.03.2020","33.6958906685892",NA,NA,NA
"Aktive Fälle","20.03.2020","37.6140174905181",NA,NA,NA
"Aktive Fälle","21.03.2020","37.6140174905181",NA,NA,NA
"Aktive Fälle","22.03.2020","37.6140174905181",NA,NA,NA
"Aktive Fälle","23.03.2020","47.0175218631477",NA,NA,NA
"Aktive Fälle","24.03.2020","48.5847725919193",NA,NA,NA
"Aktive Fälle","25.03.2020","54.0701501426198",NA,NA,NA
"Aktive Fälle","26.03.2020","59.5555276933204",NA,NA,NA
"Aktive Fälle","27.03.2020","61.9064037864778",NA,NA,NA
"Aktive Fälle","28.03.2020","61.9064037864778",NA,NA,NA
"Aktive Fälle","29.03.2020","64.2572798796351",NA,NA,NA
"Aktive Fälle","30.03.2020","57.9882769645488",NA,NA,NA
"Aktive Fälle","31.03.2020","65.8245306084067",NA,NA,NA
"Aktive Fälle","01.04.2020","69.7426574303357",NA,NA,NA
"Aktive Fälle","02.04.2020","72.8771588878789",NA,NA,NA
"Aktive Fälle","03.04.2020","76.7952857098079",NA,NA,NA
"Aktive Fälle","04.04.2020","76.7952857098079",NA,NA,NA
"Aktive Fälle","05.04.2020","76.0116603454221",NA,NA,NA
"Aktive Fälle","06.04.2020","78.3625364385794",NA,NA,NA
"Aktive Fälle","07.04.2020","76.7952857098079",NA,NA,NA
"Aktive Fälle","08.04.2020","72.8771588878789",NA,NA,NA
"Aktive Fälle","09.04.2020","69.7426574303357",NA,NA,NA
"Aktive Fälle","10.04.2020","66.6081559727925",NA,NA,NA
"Aktive Fälle","11.04.2020","65.0409052440209",NA,NA,NA
"Aktive Fälle","12.04.2020","63.4736545152493",NA,NA,NA
"Aktive Fälle","13.04.2020","61.122778422092",NA,NA,NA
"Aktive Fälle","14.04.2020","57.9882769645488",NA,NA,NA
"Aktive Fälle","15.04.2020","55.6374008713914",NA,NA,NA
"Aktive Fälle","16.04.2020","54.8537755070056",NA,NA,NA
"Aktive Fälle","17.04.2020","53.286524778234",NA,NA,NA
"Aktive Fälle","18.04.2020","54.0701501426198",NA,NA,NA
"Aktive Fälle","19.04.2020","54.0701501426198",NA,NA,NA
"Aktive Fälle","20.04.2020","54.0701501426198",NA,NA,NA
"Aktive Fälle","21.04.2020","28.9941384822744",NA,NA,NA
"Aktive Fälle","22.04.2020","28.9941384822744",NA,NA,NA
"Aktive Fälle","23.04.2020","30.561389211046",NA,NA,NA
"Aktive Fälle","24.04.2020","31.3450145754318",NA,NA,NA
"Aktive Fälle","25.04.2020","31.3450145754318",NA,NA,NA
"Aktive Fälle","26.04.2020","33.6958906685892",NA,NA,NA
"Aktive Fälle","27.04.2020","33.6958906685892",NA,NA,NA
"Aktive Fälle","28.04.2020","32.9122653042034",NA,NA,NA
"Aktive Fälle","29.04.2020","36.0467667617465",NA,NA,NA
"Aktive Fälle","30.04.2020","35.2631413973608",NA,NA,NA
"Aktive Fälle","01.05.2020","35.2631413973608",NA,NA,NA
"Aktive Fälle","02.05.2020","34.479516032975",NA,NA,NA
"Aktive Fälle","03.05.2020","34.479516032975",NA,NA,NA
"Aktive Fälle","04.05.2020","35.2631413973608",NA,NA,NA
"Aktive Fälle","05.05.2020","32.1286399398176",NA,NA,NA
"Aktive Fälle","06.05.2020","32.1286399398176",NA,NA,NA
"Aktive Fälle","07.05.2020","31.3450145754318",NA,NA,NA
"Aktive Fälle","08.05.2020","25.8596370247312",NA,NA,NA
"Aktive Fälle","09.05.2020","25.8596370247312",NA,NA,NA
"Aktive Fälle","10.05.2020","25.8596370247312",NA,NA,NA
"Aktive Fälle","11.05.2020","21.1578848384165",NA,NA,NA
"Aktive Fälle","12.05.2020","20.3742594740307",NA,NA,NA
"Aktive Fälle","13.05.2020","21.9415102028022",NA,NA,NA
"Aktive Fälle","14.05.2020","21.1578848384165",NA,NA,NA
"Aktive Fälle","15.05.2020","18.0233833808733",NA,NA,NA
"Aktive Fälle","16.05.2020","18.0233833808733",NA,NA,NA
"Aktive Fälle","17.05.2020","17.2397580164875",NA,NA,NA
"Aktive Fälle","18.05.2020","15.6725072877159",NA,NA,NA
"Aktive Fälle","19.05.2020","15.6725072877159",NA,NA,NA
"Aktive Fälle","20.05.2020","14.1052565589443",NA,NA,NA
"Aktive Fälle","21.05.2020","14.1052565589443",NA,NA,NA
"Aktive Fälle","22.05.2020","14.8888819233301",NA,NA,NA
"Aktive Fälle","23.05.2020","15.6725072877159",NA,NA,NA
"Aktive Fälle","24.05.2020","14.8888819233301",NA,NA,NA
