"Typ","Datum","Anzahl","Stand","Meta","Type","Content"
"Fallzahl","01.03.2020","0","2020-03-02 08:00:00",NA,NA,NA
"Fallzahl","02.03.2020","0.783625364385794","2020-03-03 08:00:00",NA,NA,NA
"Fallzahl","03.03.2020","0.783625364385794","2020-03-04 08:00:00",NA,NA,NA
"Fallzahl","04.03.2020","1.56725072877159","2020-03-05 08:00:00",NA,NA,NA
"Fallzahl","05.03.2020","2.35087609315738","2020-03-06 08:00:00",NA,NA,NA
"Fallzahl","06.03.2020","2.35087609315738","2020-03-07 08:00:00",NA,NA,NA
"Fallzahl","07.03.2020","2.35087609315738","2020-03-08 08:00:00",NA,NA,NA
"Fallzahl","08.03.2020","7.83625364385794","2020-03-09 08:00:00",NA,NA,NA
"Fallzahl","09.03.2020","7.83625364385794","2020-03-10 08:00:00",NA,NA,NA
"Fallzahl","10.03.2020","8.61987900824374","2020-03-11 08:00:00",NA,NA,NA
"Fallzahl","11.03.2020","8.61987900824374","2020-03-12 08:00:00",NA,NA,NA
"Fallzahl","12.03.2020","8.61987900824374","2020-03-13 08:00:00",NA,NA,NA
"Fallzahl","13.03.2020","10.1871297370153","2020-03-14 08:00:00",NA,NA,NA
"Fallzahl","14.03.2020","10.1871297370153","2020-03-15 08:00:00",NA,NA,NA
"Fallzahl","15.03.2020","15.6725072877159","2020-03-16 08:00:00",NA,NA,NA
"Fallzahl","16.03.2020","22.725135567188","2020-03-17 08:00:00",NA,NA,NA
"Fallzahl","17.03.2020","25.8596370247312","2020-03-18 08:00:00",NA,NA,NA
"Fallzahl","18.03.2020","28.9941384822744","2020-03-19 08:00:00",NA,NA,NA
"Fallzahl","19.03.2020","37.6140174905181","2020-03-20 08:00:00",NA,NA,NA
"Fallzahl","20.03.2020","41.5321443124471","2020-03-21 08:00:00",NA,NA,NA
"Fallzahl","21.03.2020","41.5321443124471","2020-03-22 08:00:00",NA,NA,NA
"Fallzahl","22.03.2020","41.5321443124471","2020-03-23 08:00:00",NA,NA,NA
"Fallzahl","23.03.2020","56.4210262357772","2020-03-24 08:00:00",NA,NA,NA
"Fallzahl","24.03.2020","62.6900291508636","2020-03-25 08:00:00",NA,NA,NA
"Fallzahl","25.03.2020","68.1754067015641","2020-03-26 08:00:00",NA,NA,NA
"Fallzahl","26.03.2020","73.6607842522647","2020-03-27 08:00:00",NA,NA,NA
"Fallzahl","27.03.2020","79.1461618029652","2020-03-28 08:00:00",NA,NA,NA
"Fallzahl","28.03.2020","79.1461618029652","2020-03-29 08:00:00",NA,NA,NA
"Fallzahl","29.03.2020","87.766040811209","2020-03-30 08:00:00",NA,NA,NA
"Fallzahl","30.03.2020","89.3332915399806","2020-03-31 08:00:00",NA,NA,NA
"Fallzahl","31.03.2020","97.9531705482243","2020-04-01 08:00:00",NA,NA,NA
"Fallzahl","01.04.2020","102.654922734539","2020-04-02 08:00:00",NA,NA,NA
"Fallzahl","02.04.2020","108.14030028524","2020-04-03 08:00:00",NA,NA,NA
"Fallzahl","03.04.2020","114.409303200326","2020-04-04 08:00:00",NA,NA,NA
"Fallzahl","04.04.2020","114.409303200326","2020-04-05 08:00:00",NA,NA,NA
"Fallzahl","05.04.2020","119.111055386641","2020-04-06 08:00:00",NA,NA,NA
"Fallzahl","06.04.2020","123.02918220857","2020-04-07 08:00:00",NA,NA,NA
"Fallzahl","07.04.2020","126.947309030499","2020-04-08 08:00:00",NA,NA,NA
"Fallzahl","08.04.2020","129.298185123656","2020-04-09 08:00:00",NA,NA,NA
"Fallzahl","09.04.2020","131.649061216813","2020-04-10 08:00:00",NA,NA,NA
"Fallzahl","10.04.2020","131.649061216813","2020-04-11 08:00:00",NA,NA,NA
"Fallzahl","11.04.2020","131.649061216813","2020-04-12 08:00:00",NA,NA,NA
"Fallzahl","12.04.2020","133.216311945585","2020-04-13 08:00:00",NA,NA,NA
"Fallzahl","13.04.2020","133.999937309971","2020-04-14 08:00:00",NA,NA,NA
"Fallzahl","14.04.2020","133.999937309971","2020-04-15 08:00:00",NA,NA,NA
"Fallzahl","15.04.2020","133.999937309971","2020-04-16 08:00:00",NA,NA,NA
"Fallzahl","16.04.2020","134.783562674357","2020-04-17 08:00:00",NA,NA,NA
"Fallzahl","17.04.2020","136.350813403128","2020-04-18 08:00:00",NA,NA,NA
"Fallzahl","18.04.2020","137.134438767514","2020-04-19 08:00:00",NA,NA,NA
"Fallzahl","19.04.2020","137.134438767514","2020-04-20 08:00:00",NA,NA,NA
"Fallzahl","20.04.2020","137.9180641319","2020-04-21 08:00:00",NA,NA,NA
"Fallzahl","21.04.2020","137.9180641319","2020-04-22 08:00:00",NA,NA,NA
"Fallzahl","22.04.2020","139.485314860671","2020-04-23 08:00:00",NA,NA,NA
"Fallzahl","23.04.2020","141.052565589443","2020-04-24 08:00:00",NA,NA,NA
